"","lakeid","year4","sampledate","gearid","spname","length","weight","sex"
"6270","TR",1999,"7/26/1999","VGN025","CISCO",132,NA,NA
"6271","TR",1999,"7/26/1999","VGN025","CISCO",132,NA,NA
"6272","TR",1999,"7/26/1999","VGN025","CISCO",132,NA,NA
"6273","TR",1999,"7/26/1999","VGN025","CISCO",132,NA,NA
"6274","TR",1999,"7/26/1999","VGN025","CISCO",132,NA,NA
"6275","TR",1999,"7/26/1999","VGN025","CISCO",132,NA,NA
"6276","TR",1999,"7/26/1999","VGN025","CISCO",132,NA,NA
"6277","TR",1999,"7/26/1999","VGN025","CISCO",132,NA,NA
"6278","TR",1999,"7/26/1999","VGN025","CISCO",132,NA,NA
"6279","TR",1999,"7/26/1999","VGN025","CISCO",132,NA,NA
"6280","TR",1999,"7/26/1999","VGN025","CISCO",132,NA,NA
"6281","TR",1999,"7/26/1999","VGN025","CISCO",132,NA,NA
"6282","TR",1999,"7/26/1999","VGN025","CISCO",132,NA,NA
"6283","TR",1999,"7/26/1999","VGN025","CISCO",132,NA,NA
"6284","TR",1999,"7/26/1999","VGN025","CISCO",132,NA,NA
"6285","TR",1999,"7/26/1999","VGN025","CISCO",132,NA,NA
"6286","TR",1999,"7/26/1999","VGN025","CISCO",132,NA,NA
"6287","TR",1999,"7/26/1999","VGN025","CISCO",132,NA,NA
"6288","TR",1999,"7/26/1999","VGN025","CISCO",132,NA,NA
"6289","TR",1999,"7/26/1999","VGN025","CISCO",132,NA,NA
"6290","TR",1999,"7/26/1999","VGN025","CISCO",132,NA,NA
"6291","TR",1999,"7/26/1999","VGN025","CISCO",132,NA,NA
"6292","TR",1999,"7/26/1999","VGN025","CISCO",132,NA,NA
"6293","TR",1999,"7/26/1999","VGN025","CISCO",132,NA,NA
"6294","TR",1999,"7/26/1999","VGN025","CISCO",132,NA,NA
"6295","TR",1999,"7/26/1999","VGN025","CISCO",132,NA,NA
"6296","TR",1999,"7/26/1999","VGN025","CISCO",132,NA,NA
"6297","TR",1999,"7/26/1999","VGN025","CISCO",132,NA,NA
"6298","TR",1999,"7/26/1999","VGN025","CISCO",132,NA,NA
"6299","TR",1999,"7/26/1999","VGN025","CISCO",132,NA,NA
"6300","TR",1999,"7/26/1999","VGN025","CISCO",132,NA,NA
"6301","TR",1999,"7/26/1999","VGN025","CISCO",132,NA,NA
"6302","TR",1999,"7/26/1999","VGN025","CISCO",132,NA,NA
"6303","TR",1999,"7/26/1999","VGN025","CISCO",132,NA,NA
"6304","TR",1999,"7/26/1999","VGN025","CISCO",132,NA,NA
"6305","TR",1999,"7/26/1999","VGN025","CISCO",132,NA,NA
"6306","TR",1999,"7/26/1999","VGN025","CISCO",132,NA,NA
"6307","TR",1999,"7/26/1999","VGN025","CISCO",132,NA,NA
"6308","TR",1999,"7/26/1999","VGN025","CISCO",132,NA,NA
"6309","TR",1999,"7/26/1999","VGN025","CISCO",132,NA,NA
"6310","TR",1999,"7/26/1999","VGN025","CISCO",132,NA,NA
"6311","TR",1999,"7/26/1999","VGN025","CISCO",132,NA,NA
"6312","TR",1999,"7/27/1999","VGN019","CISCO",132,NA,NA
"6313","TR",1999,"7/27/1999","VGN025","CISCO",132,NA,NA
"6314","TR",1999,"7/27/1999","VGN025","CISCO",132,NA,NA
"6315","TR",1999,"7/27/1999","VGN025","CISCO",132,NA,NA
"6316","TR",1999,"7/27/1999","VGN025","CISCO",132,NA,NA
"6317","TR",1999,"7/27/1999","VGN025","CISCO",132,NA,NA
"6318","TR",1999,"7/27/1999","VGN025","CISCO",132,NA,NA
"6319","TR",1999,"7/27/1999","VGN025","CISCO",132,NA,NA
"6320","TR",1999,"7/27/1999","VGN025","CISCO",132,NA,NA
"6321","TR",1999,"7/27/1999","VGN025","CISCO",132,NA,NA
"6322","TR",1999,"7/27/1999","VGN025","CISCO",132,NA,NA
"6323","TR",1999,"7/27/1999","VGN025","CISCO",132,NA,NA
"6324","TR",1999,"7/27/1999","VGN025","CISCO",132,NA,NA
"6325","TR",1999,"7/27/1999","VGN025","CISCO",132,NA,NA
"6326","TR",1999,"7/27/1999","VGN025","CISCO",132,NA,NA
"6327","TR",1999,"7/27/1999","VGN025","CISCO",132,NA,NA
"6328","TR",1999,"7/27/1999","VGN025","CISCO",132,NA,NA
"6329","TR",1999,"7/27/1999","VGN025","CISCO",132,NA,NA
"6330","TR",1999,"7/27/1999","VGN025","CISCO",132,NA,NA
"6331","TR",1999,"7/27/1999","VGN025","CISCO",132,NA,NA
"6332","TR",1999,"7/27/1999","VGN025","CISCO",132,NA,NA
"6333","TR",1999,"7/27/1999","VGN025","CISCO",132,NA,NA
"6334","TR",1999,"7/27/1999","VGN025","CISCO",132,NA,NA
"6335","TR",1999,"7/27/1999","VGN025","CISCO",132,NA,NA
"6336","TR",1999,"7/27/1999","VGN025","CISCO",132,NA,NA
"6337","TR",1999,"7/27/1999","VGN025","CISCO",132,NA,NA
"6338","TR",1999,"7/27/1999","VGN025","CISCO",132,NA,NA
"6339","TR",1999,"7/27/1999","VGN025","CISCO",132,NA,NA
"6340","TR",1999,"7/27/1999","VGN025","CISCO",132,NA,NA
"6341","TR",1999,"7/27/1999","VGN025","CISCO",132,NA,NA
"6342","TR",1999,"7/27/1999","VGN025","CISCO",132,NA,NA
"6343","TR",1999,"7/27/1999","VGN025","CISCO",132,NA,NA
"6344","TR",1999,"7/27/1999","VGN025","CISCO",132,NA,NA
"6345","TR",1999,"7/27/1999","VGN025","CISCO",132,NA,NA
"6346","TR",1999,"7/27/1999","VGN025","CISCO",132,NA,NA
"6347","TR",1999,"7/27/1999","VGN025","CISCO",132,NA,NA
"6348","TR",1999,"7/27/1999","VGN025","CISCO",132,NA,NA
"6349","TR",1999,"7/27/1999","VGN025","CISCO",132,NA,NA
"6350","TR",1999,"7/27/1999","VGN025","CISCO",132,NA,NA
"6351","TR",1999,"7/27/1999","VGN025","CISCO",132,NA,NA
"6352","TR",1999,"7/27/1999","VGN025","CISCO",132,NA,NA
"6353","TR",1999,"7/27/1999","VGN025","CISCO",132,NA,NA
"6354","TR",1999,"7/27/1999","VGN025","CISCO",132,NA,NA
"6355","TR",1999,"7/27/1999","VGN025","CISCO",132,NA,NA
"6356","TR",1999,"7/27/1999","VGN025","CISCO",132,NA,NA
"6357","TR",1999,"7/27/1999","VGN025","CISCO",132,NA,NA
"6358","TR",1999,"7/27/1999","VGN025","CISCO",132,NA,NA
"6359","TR",1999,"7/26/1999","VGN019","CISCO",133,NA,NA
"6360","TR",1999,"7/26/1999","VGN019","CISCO",133,NA,NA
"6361","TR",1999,"7/26/1999","VGN025","CISCO",133,NA,NA
"6362","TR",1999,"7/26/1999","VGN025","CISCO",133,NA,NA
"6363","TR",1999,"7/26/1999","VGN025","CISCO",133,NA,NA
"6364","TR",1999,"7/26/1999","VGN025","CISCO",133,NA,NA
"6365","TR",1999,"7/26/1999","VGN025","CISCO",133,NA,NA
"6366","TR",1999,"7/26/1999","VGN025","CISCO",133,NA,NA
"6367","TR",1999,"7/26/1999","VGN025","CISCO",133,NA,NA
"6368","TR",1999,"7/26/1999","VGN025","CISCO",133,NA,NA
"6369","TR",1999,"7/26/1999","VGN025","CISCO",133,NA,NA
"6370","TR",1999,"7/26/1999","VGN025","CISCO",133,NA,NA
"6371","TR",1999,"7/26/1999","VGN025","CISCO",133,NA,NA
"6372","TR",1999,"7/26/1999","VGN025","CISCO",133,NA,NA
"6373","TR",1999,"7/26/1999","VGN025","CISCO",133,NA,NA
"6374","TR",1999,"7/26/1999","VGN025","CISCO",133,NA,NA
"6375","TR",1999,"7/26/1999","VGN025","CISCO",133,NA,NA
"6376","TR",1999,"7/26/1999","VGN025","CISCO",133,NA,NA
"6377","TR",1999,"7/26/1999","VGN025","CISCO",133,NA,NA
"6378","TR",1999,"7/26/1999","VGN025","CISCO",133,NA,NA
"6379","TR",1999,"7/26/1999","VGN025","CISCO",133,NA,NA
"6380","TR",1999,"7/26/1999","VGN025","CISCO",133,NA,NA
"6381","TR",1999,"7/26/1999","VGN025","CISCO",133,NA,NA
"6382","TR",1999,"7/26/1999","VGN025","CISCO",133,NA,NA
"6383","TR",1999,"7/26/1999","VGN025","CISCO",133,NA,NA
"6384","TR",1999,"7/26/1999","VGN025","CISCO",133,NA,NA
"6385","TR",1999,"7/26/1999","VGN025","CISCO",133,NA,NA
"6386","TR",1999,"7/26/1999","VGN025","CISCO",133,NA,NA
"6387","TR",1999,"7/26/1999","VGN025","CISCO",133,NA,NA
"6388","TR",1999,"7/26/1999","VGN025","CISCO",133,NA,NA
"6389","TR",1999,"7/26/1999","VGN025","CISCO",133,NA,NA
"6390","TR",1999,"7/26/1999","VGN025","CISCO",133,NA,NA
"6391","TR",1999,"7/26/1999","VGN025","CISCO",133,NA,NA
"6392","TR",1999,"7/26/1999","VGN025","CISCO",133,NA,NA
"6393","TR",1999,"7/26/1999","VGN025","CISCO",133,NA,NA
"6394","TR",1999,"7/26/1999","VGN025","CISCO",133,NA,NA
"6395","TR",1999,"7/26/1999","VGN025","CISCO",133,NA,NA
"6396","TR",1999,"7/26/1999","VGN025","CISCO",133,NA,NA
"6397","TR",1999,"7/26/1999","VGN025","CISCO",133,NA,NA
"6398","TR",1999,"7/26/1999","VGN025","CISCO",133,NA,NA
"6399","TR",1999,"7/26/1999","VGN025","CISCO",133,NA,NA
"6400","TR",1999,"7/26/1999","VGN025","CISCO",133,NA,NA
"6401","TR",1999,"7/26/1999","VGN025","CISCO",133,NA,NA
"6402","TR",1999,"7/26/1999","VGN025","CISCO",133,NA,NA
"6403","TR",1999,"7/26/1999","VGN025","CISCO",133,NA,NA
"6404","TR",1999,"7/26/1999","VGN025","CISCO",133,NA,NA
"6405","TR",1999,"7/27/1999","VGN019","CISCO",133,NA,NA
"6406","TR",1999,"7/27/1999","VGN025","CISCO",133,NA,NA
"6407","TR",1999,"7/27/1999","VGN025","CISCO",133,NA,NA
"6408","TR",1999,"7/27/1999","VGN025","CISCO",133,NA,NA
"6409","TR",1999,"7/27/1999","VGN025","CISCO",133,NA,NA
"6410","TR",1999,"7/27/1999","VGN025","CISCO",133,NA,NA
"6411","TR",1999,"7/27/1999","VGN025","CISCO",133,NA,NA
"6412","TR",1999,"7/27/1999","VGN025","CISCO",133,NA,NA
"6413","TR",1999,"7/27/1999","VGN025","CISCO",133,NA,NA
"6414","TR",1999,"7/27/1999","VGN025","CISCO",133,NA,NA
"6415","TR",1999,"7/27/1999","VGN025","CISCO",133,NA,NA
"6416","TR",1999,"7/27/1999","VGN025","CISCO",133,NA,NA
"6417","TR",1999,"7/27/1999","VGN025","CISCO",133,NA,NA
"6418","TR",1999,"7/27/1999","VGN025","CISCO",133,NA,NA
"6419","TR",1999,"7/27/1999","VGN025","CISCO",133,NA,NA
"6420","TR",1999,"7/27/1999","VGN025","CISCO",133,NA,NA
"6421","TR",1999,"7/27/1999","VGN025","CISCO",133,NA,NA
"6422","TR",1999,"7/27/1999","VGN025","CISCO",133,NA,NA
"6423","TR",1999,"7/27/1999","VGN025","CISCO",133,NA,NA
"6424","TR",1999,"7/27/1999","VGN025","CISCO",133,NA,NA
"6425","TR",1999,"7/27/1999","VGN025","CISCO",133,NA,NA
"6426","TR",1999,"7/27/1999","VGN025","CISCO",133,NA,NA
"6427","TR",1999,"7/27/1999","VGN025","CISCO",133,NA,NA
"6428","TR",1999,"7/27/1999","VGN025","CISCO",133,NA,NA
"6429","TR",1999,"7/27/1999","VGN025","CISCO",133,NA,NA
"6430","TR",1999,"7/27/1999","VGN025","CISCO",133,NA,NA
"6431","TR",1999,"7/27/1999","VGN025","CISCO",133,NA,NA
"6432","TR",1999,"7/27/1999","VGN025","CISCO",133,NA,NA
"6433","TR",1999,"7/27/1999","VGN025","CISCO",133,NA,NA
"6434","TR",1999,"7/27/1999","VGN025","CISCO",133,NA,NA
"6435","TR",1999,"7/27/1999","VGN025","CISCO",133,NA,NA
"6436","TR",1999,"7/27/1999","VGN025","CISCO",133,NA,NA
"6437","TR",1999,"7/27/1999","VGN025","CISCO",133,NA,NA
"6438","TR",1999,"7/27/1999","VGN025","CISCO",133,NA,NA
"6439","TR",1999,"7/27/1999","VGN025","CISCO",133,NA,NA
"6440","TR",1999,"7/27/1999","VGN025","CISCO",133,NA,NA
"6441","TR",1999,"7/26/1999","VGN019","CISCO",134,NA,NA
"6442","TR",1999,"7/26/1999","VGN019","CISCO",134,NA,NA
"6443","TR",1999,"7/26/1999","VGN019","CISCO",134,NA,NA
"6444","TR",1999,"7/26/1999","VGN019","CISCO",134,NA,NA
"6445","TR",1999,"7/26/1999","VGN019","CISCO",134,NA,NA
"6446","TR",1999,"7/26/1999","VGN025","CISCO",134,NA,NA
"6447","TR",1999,"7/26/1999","VGN025","CISCO",134,NA,NA
"6448","TR",1999,"7/26/1999","VGN025","CISCO",134,NA,NA
"6449","TR",1999,"7/26/1999","VGN025","CISCO",134,NA,NA
"6450","TR",1999,"7/26/1999","VGN025","CISCO",134,NA,NA
"6451","TR",1999,"7/26/1999","VGN025","CISCO",134,NA,NA
"6452","TR",1999,"7/26/1999","VGN025","CISCO",134,NA,NA
"6453","TR",1999,"7/26/1999","VGN025","CISCO",134,NA,NA
"6454","TR",1999,"7/26/1999","VGN025","CISCO",134,NA,NA
"6455","TR",1999,"7/26/1999","VGN025","CISCO",134,NA,NA
"6456","TR",1999,"7/26/1999","VGN025","CISCO",134,NA,NA
"6457","TR",1999,"7/26/1999","VGN025","CISCO",134,NA,NA
"6458","TR",1999,"7/26/1999","VGN025","CISCO",134,NA,NA
"6459","TR",1999,"7/26/1999","VGN025","CISCO",134,NA,NA
"6460","TR",1999,"7/26/1999","VGN025","CISCO",134,NA,NA
"6461","TR",1999,"7/26/1999","VGN025","CISCO",134,NA,NA
"6462","TR",1999,"7/26/1999","VGN025","CISCO",134,NA,NA
"6463","TR",1999,"7/26/1999","VGN025","CISCO",134,NA,NA
"6464","TR",1999,"7/26/1999","VGN025","CISCO",134,NA,NA
"6465","TR",1999,"7/26/1999","VGN025","CISCO",134,NA,NA
"6466","TR",1999,"7/26/1999","VGN025","CISCO",134,NA,NA
"6467","TR",1999,"7/26/1999","VGN025","CISCO",134,NA,NA
"6468","TR",1999,"7/26/1999","VGN025","CISCO",134,NA,NA
"6469","TR",1999,"7/26/1999","VGN025","CISCO",134,NA,NA
"6470","TR",1999,"7/26/1999","VGN025","CISCO",134,NA,NA
"6471","TR",1999,"7/27/1999","VGN019","CISCO",134,NA,NA
"6472","TR",1999,"7/27/1999","VGN019","CISCO",134,NA,NA
"6473","TR",1999,"7/27/1999","VGN019","CISCO",134,NA,NA
"6474","TR",1999,"7/27/1999","VGN025","CISCO",134,NA,NA
"6475","TR",1999,"7/27/1999","VGN025","CISCO",134,NA,NA
"6476","TR",1999,"7/27/1999","VGN025","CISCO",134,NA,NA
"6477","TR",1999,"7/27/1999","VGN025","CISCO",134,NA,NA
"6478","TR",1999,"7/27/1999","VGN025","CISCO",134,NA,NA
"6479","TR",1999,"7/27/1999","VGN025","CISCO",134,NA,NA
"6480","TR",1999,"7/27/1999","VGN025","CISCO",134,NA,NA
"6481","TR",1999,"7/27/1999","VGN025","CISCO",134,NA,NA
"6482","TR",1999,"7/27/1999","VGN025","CISCO",134,NA,NA
"6483","TR",1999,"7/27/1999","VGN025","CISCO",134,NA,NA
"6484","TR",1999,"7/27/1999","VGN025","CISCO",134,NA,NA
"6485","TR",1999,"7/27/1999","VGN025","CISCO",134,NA,NA
"6486","TR",1999,"7/27/1999","VGN025","CISCO",134,NA,NA
"6487","TR",1999,"7/27/1999","VGN025","CISCO",134,NA,NA
"6488","TR",1999,"7/27/1999","VGN025","CISCO",134,NA,NA
"6489","TR",1999,"7/27/1999","VGN025","CISCO",134,NA,NA
"6490","TR",1999,"7/27/1999","VGN025","CISCO",134,NA,NA
"6491","TR",1999,"7/27/1999","VGN025","CISCO",134,NA,NA
"6492","TR",1999,"7/27/1999","VGN025","CISCO",134,NA,NA
"6493","TR",1999,"7/27/1999","VGN025","CISCO",134,NA,NA
"6494","TR",1999,"7/27/1999","VGN025","CISCO",134,NA,NA
"6495","TR",1999,"7/27/1999","VGN025","CISCO",134,NA,NA
"6496","TR",1999,"7/27/1999","VGN025","CISCO",134,NA,NA
"6497","TR",1999,"7/27/1999","VGN025","CISCO",134,NA,NA
"6498","TR",1999,"7/27/1999","VGN025","CISCO",134,NA,NA
"6499","TR",1999,"7/27/1999","VGN025","CISCO",134,NA,NA
"6500","TR",1999,"7/27/1999","VGN025","CISCO",134,NA,NA
"6501","TR",1999,"7/27/1999","VGN025","CISCO",134,NA,NA
"6502","TR",1999,"7/27/1999","VGN025","CISCO",134,NA,NA
"6503","TR",1999,"7/27/1999","VGN025","CISCO",134,NA,NA
"6504","TR",1999,"7/27/1999","VGN025","CISCO",134,NA,NA
"6505","TR",1999,"7/27/1999","VGN025","CISCO",134,NA,NA
"6506","TR",1999,"7/27/1999","VGN025","CISCO",134,NA,NA
"6507","TR",1999,"7/26/1999","VGN019","CISCO",135,NA,NA
"6508","TR",1999,"7/26/1999","VGN019","CISCO",135,NA,NA
"6509","TR",1999,"7/26/1999","VGN019","CISCO",135,NA,NA
"6510","TR",1999,"7/26/1999","VGN019","CISCO",135,NA,NA
"6511","TR",1999,"7/26/1999","VGN019","CISCO",135,NA,NA
"6512","TR",1999,"7/26/1999","VGN019","CISCO",135,NA,NA
"6513","TR",1999,"7/26/1999","VGN025","CISCO",135,NA,NA
"6514","TR",1999,"7/26/1999","VGN025","CISCO",135,NA,NA
"6515","TR",1999,"7/26/1999","VGN025","CISCO",135,NA,NA
"6516","TR",1999,"7/26/1999","VGN025","CISCO",135,NA,NA
"6517","TR",1999,"7/26/1999","VGN025","CISCO",135,NA,NA
"6518","TR",1999,"7/26/1999","VGN025","CISCO",135,NA,NA
"6519","TR",1999,"7/26/1999","VGN025","CISCO",135,NA,NA
"6520","TR",1999,"7/26/1999","VGN025","CISCO",135,NA,NA
"6521","TR",1999,"7/26/1999","VGN025","CISCO",135,NA,NA
"6522","TR",1999,"7/26/1999","VGN025","CISCO",135,NA,NA
"6523","TR",1999,"7/26/1999","VGN025","CISCO",135,NA,NA
"6524","TR",1999,"7/26/1999","VGN025","CISCO",135,NA,NA
"6525","TR",1999,"7/26/1999","VGN025","CISCO",135,NA,NA
"6526","TR",1999,"7/26/1999","VGN025","CISCO",135,NA,NA
"6527","TR",1999,"7/26/1999","VGN025","CISCO",135,NA,NA
"6528","TR",1999,"7/26/1999","VGN025","CISCO",135,NA,NA
"6529","TR",1999,"7/26/1999","VGN025","CISCO",135,NA,NA
"6530","TR",1999,"7/26/1999","VGN025","CISCO",135,NA,NA
"6531","TR",1999,"7/26/1999","VGN025","CISCO",135,NA,NA
"6532","TR",1999,"7/26/1999","VGN025","CISCO",135,NA,NA
"6533","TR",1999,"7/26/1999","VGN025","CISCO",135,NA,NA
"6534","TR",1999,"7/26/1999","VGN025","CISCO",135,NA,NA
"6535","TR",1999,"7/26/1999","VGN025","CISCO",135,NA,NA
"6536","TR",1999,"7/26/1999","VGN025","CISCO",135,NA,NA
"6537","TR",1999,"7/26/1999","VGN025","CISCO",135,NA,NA
"6538","TR",1999,"7/26/1999","VGN025","CISCO",135,NA,NA
"6539","TR",1999,"7/26/1999","VGN025","CISCO",135,NA,NA
"6540","TR",1999,"7/26/1999","VGN025","CISCO",135,NA,NA
"6541","TR",1999,"7/26/1999","VGN025","CISCO",135,NA,NA
"6542","TR",1999,"7/26/1999","VGN025","CISCO",135,NA,NA
"6543","TR",1999,"7/26/1999","VGN025","CISCO",135,NA,NA
"6544","TR",1999,"7/26/1999","VGN025","CISCO",135,NA,NA
"6545","TR",1999,"7/26/1999","VGN025","CISCO",135,NA,NA
"6546","TR",1999,"7/26/1999","VGN025","CISCO",135,NA,NA
"6547","TR",1999,"7/26/1999","VGN025","CISCO",135,NA,NA
"6548","TR",1999,"7/26/1999","VGN025","CISCO",135,NA,NA
"6549","TR",1999,"7/26/1999","VGN025","CISCO",135,NA,NA
"6550","TR",1999,"7/26/1999","VGN025","CISCO",135,NA,NA
"6551","TR",1999,"7/26/1999","VGN025","CISCO",135,NA,NA
"6552","TR",1999,"7/26/1999","VGN025","CISCO",135,NA,NA
"6553","TR",1999,"7/26/1999","VGN025","CISCO",135,NA,NA
"6554","TR",1999,"7/26/1999","VGN025","CISCO",135,NA,NA
"6555","TR",1999,"7/26/1999","VGN025","CISCO",135,NA,NA
"6556","TR",1999,"7/26/1999","VGN025","CISCO",135,NA,NA
"6557","TR",1999,"7/26/1999","VGN025","CISCO",135,NA,NA
"6558","TR",1999,"7/26/1999","VGN025","CISCO",135,NA,NA
"6559","TR",1999,"7/26/1999","VGN025","CISCO",135,NA,NA
"6560","TR",1999,"7/26/1999","VGN025","CISCO",135,NA,NA
"6561","TR",1999,"7/26/1999","VGN025","CISCO",135,NA,NA
"6562","TR",1999,"7/26/1999","VGN025","CISCO",135,NA,NA
"6563","TR",1999,"7/26/1999","VGN025","CISCO",135,NA,NA
"6564","TR",1999,"7/26/1999","VGN025","CISCO",135,NA,NA
"6565","TR",1999,"7/26/1999","VGN025","CISCO",135,NA,NA
"6566","TR",1999,"7/26/1999","VGN032","CISCO",135,NA,NA
"6567","TR",1999,"7/27/1999","VGN019","CISCO",135,NA,NA
"6568","TR",1999,"7/27/1999","VGN025","CISCO",135,NA,NA
"6569","TR",1999,"7/27/1999","VGN025","CISCO",135,NA,NA
"6570","TR",1999,"7/27/1999","VGN025","CISCO",135,NA,NA
"6571","TR",1999,"7/27/1999","VGN025","CISCO",135,NA,NA
"6572","TR",1999,"7/27/1999","VGN025","CISCO",135,NA,NA
"6573","TR",1999,"7/27/1999","VGN025","CISCO",135,NA,NA
"6574","TR",1999,"7/27/1999","VGN025","CISCO",135,NA,NA
"6575","TR",1999,"7/27/1999","VGN025","CISCO",135,NA,NA
"6576","TR",1999,"7/27/1999","VGN025","CISCO",135,NA,NA
"6577","TR",1999,"7/27/1999","VGN025","CISCO",135,NA,NA
"6578","TR",1999,"7/27/1999","VGN025","CISCO",135,NA,NA
"6579","TR",1999,"7/27/1999","VGN025","CISCO",135,NA,NA
"6580","TR",1999,"7/27/1999","VGN025","CISCO",135,NA,NA
"6581","TR",1999,"7/27/1999","VGN025","CISCO",135,NA,NA
"6582","TR",1999,"7/27/1999","VGN025","CISCO",135,NA,NA
"6583","TR",1999,"7/27/1999","VGN025","CISCO",135,NA,NA
"6584","TR",1999,"7/27/1999","VGN025","CISCO",135,NA,NA
"6585","TR",1999,"7/27/1999","VGN025","CISCO",135,NA,NA
"6586","TR",1999,"7/27/1999","VGN025","CISCO",135,NA,NA
"6587","TR",1999,"7/27/1999","VGN025","CISCO",135,NA,NA
"6588","TR",1999,"7/27/1999","VGN025","CISCO",135,NA,NA
"6589","TR",1999,"7/27/1999","VGN025","CISCO",135,NA,NA
"6590","TR",1999,"7/27/1999","VGN025","CISCO",135,NA,NA
"6591","TR",1999,"7/27/1999","VGN025","CISCO",135,NA,NA
"6592","TR",1999,"7/27/1999","VGN025","CISCO",135,NA,NA
"6593","TR",1999,"7/27/1999","VGN025","CISCO",135,NA,NA
"6594","TR",1999,"7/27/1999","VGN025","CISCO",135,NA,NA
"6595","TR",1999,"7/27/1999","VGN025","CISCO",135,NA,NA
"6596","TR",1999,"7/27/1999","VGN025","CISCO",135,NA,NA
"6597","TR",1999,"7/27/1999","VGN025","CISCO",135,NA,NA
"6598","TR",1999,"7/27/1999","VGN025","CISCO",135,NA,NA
"6599","TR",1999,"7/27/1999","VGN025","CISCO",135,NA,NA
"6600","TR",1999,"7/27/1999","VGN025","CISCO",135,NA,NA
"6601","TR",1999,"7/27/1999","VGN025","CISCO",135,NA,NA
"6602","TR",1999,"7/27/1999","VGN025","CISCO",135,NA,NA
"6603","TR",1999,"7/27/1999","VGN025","CISCO",135,NA,NA
"6604","TR",1999,"7/27/1999","VGN025","CISCO",135,NA,NA
"6605","TR",1999,"7/27/1999","VGN025","CISCO",135,NA,NA
"6606","TR",1999,"7/27/1999","VGN025","CISCO",135,NA,NA
"6607","TR",1999,"7/27/1999","VGN025","CISCO",135,NA,NA
"6608","TR",1999,"7/27/1999","VGN025","CISCO",135,NA,NA
"6609","TR",1999,"7/27/1999","VGN025","CISCO",135,NA,NA
"6610","TR",1999,"7/27/1999","VGN025","CISCO",135,NA,NA
"6611","TR",1999,"7/27/1999","VGN025","CISCO",135,NA,NA
"6612","TR",1999,"7/27/1999","VGN025","CISCO",135,NA,NA
"6613","TR",1999,"7/26/1999","VGN025","CISCO",136,NA,NA
"6614","TR",1999,"7/26/1999","VGN025","CISCO",136,NA,NA
"6615","TR",1999,"7/26/1999","VGN025","CISCO",136,NA,NA
"6616","TR",1999,"7/26/1999","VGN025","CISCO",136,NA,NA
"6617","TR",1999,"7/26/1999","VGN025","CISCO",136,NA,NA
"6618","TR",1999,"7/26/1999","VGN025","CISCO",136,NA,NA
"6619","TR",1999,"7/26/1999","VGN025","CISCO",136,NA,NA
"6620","TR",1999,"7/26/1999","VGN025","CISCO",136,NA,NA
"6621","TR",1999,"7/26/1999","VGN025","CISCO",136,NA,NA
"6622","TR",1999,"7/26/1999","VGN025","CISCO",136,NA,NA
"6623","TR",1999,"7/26/1999","VGN025","CISCO",136,NA,NA
"6624","TR",1999,"7/26/1999","VGN025","CISCO",136,NA,NA
"6625","TR",1999,"7/26/1999","VGN025","CISCO",136,NA,NA
"6626","TR",1999,"7/26/1999","VGN025","CISCO",136,NA,NA
"6627","TR",1999,"7/26/1999","VGN025","CISCO",136,NA,NA
"6628","TR",1999,"7/26/1999","VGN025","CISCO",136,NA,NA
"6629","TR",1999,"7/26/1999","VGN025","CISCO",136,NA,NA
"6630","TR",1999,"7/26/1999","VGN025","CISCO",136,NA,NA
"6631","TR",1999,"7/26/1999","VGN025","CISCO",136,NA,NA
"6632","TR",1999,"7/26/1999","VGN025","CISCO",136,NA,NA
"6633","TR",1999,"7/26/1999","VGN025","CISCO",136,NA,NA
"6634","TR",1999,"7/26/1999","VGN025","CISCO",136,NA,NA
"6635","TR",1999,"7/26/1999","VGN025","CISCO",136,NA,NA
"6636","TR",1999,"7/26/1999","VGN025","CISCO",136,NA,NA
"6637","TR",1999,"7/26/1999","VGN025","CISCO",136,NA,NA
"6638","TR",1999,"7/26/1999","VGN025","CISCO",136,NA,NA
"6639","TR",1999,"7/26/1999","VGN025","CISCO",136,NA,NA
"6640","TR",1999,"7/26/1999","VGN025","CISCO",136,NA,NA
"6641","TR",1999,"7/26/1999","VGN025","CISCO",136,NA,NA
"6642","TR",1999,"7/26/1999","VGN025","CISCO",136,NA,NA
"6643","TR",1999,"7/26/1999","VGN025","CISCO",136,NA,NA
"6644","TR",1999,"7/26/1999","VGN025","CISCO",136,NA,NA
"6645","TR",1999,"7/26/1999","VGN032","CISCO",136,NA,NA
"6646","TR",1999,"7/27/1999","VGN025","CISCO",136,NA,NA
"6647","TR",1999,"7/27/1999","VGN025","CISCO",136,NA,NA
"6648","TR",1999,"7/27/1999","VGN025","CISCO",136,NA,NA
"6649","TR",1999,"7/27/1999","VGN025","CISCO",136,NA,NA
"6650","TR",1999,"7/27/1999","VGN025","CISCO",136,NA,NA
"6651","TR",1999,"7/27/1999","VGN025","CISCO",136,NA,NA
"6652","TR",1999,"7/27/1999","VGN025","CISCO",136,NA,NA
"6653","TR",1999,"7/27/1999","VGN025","CISCO",136,NA,NA
"6654","TR",1999,"7/27/1999","VGN025","CISCO",136,NA,NA
"6655","TR",1999,"7/27/1999","VGN025","CISCO",136,NA,NA
"6656","TR",1999,"7/27/1999","VGN025","CISCO",136,NA,NA
"6657","TR",1999,"7/27/1999","VGN025","CISCO",136,NA,NA
